recipe_name,recipe_link,main_ingredient,meal_role,calories_kcal,carbohydrates_g,protein_g,fat_g,fiber_g,cholesterol_mg,sodium_mg,potassium_mg,calcium_mg,vitamin_a_iu,vitamin_c_mg,iron_mg,price_try,ingredient_1,ingredient_2,ingredient_3,ingredient_4,ingredient_5,ingredient_6,ingredient_7,ingredient_8,ingredient_9,ingredient_10,ingredient_11,ingredient_12,ingredient_13,ingredient_14,ingredient_15,ingredient_16,ingredient_17,ingredient_18,ingredient_19,ingredient_20,ingredient_21,ingredient_22,ingredient_23,ingredient_24,ingredient_25,ingredient_26,ingredient_27,ingredient_28,ingredient_29,ingredient_30
Ali Nazik Kebabı,https://www.nefisyemektarifleri.com/video/ali-nazik-kebabi-nasil-yapilir/,Kırmızı Et,Ana Yemek,541,15.2,34.9,36.7,8.21,109.42,541.95,1312.67,189.49,554.76,75.8,4.6,150.49,400 gram süzme yoğurt,1 tatlı kaşığı tuz,2 diş sarımsak,4 adet kemer patlıcan,2 adet kırmızı biber,2 adet yeşil biber,500 gram dana kuşbaşı,1 yemek kaşığı tereyağı,1 çay kaşığı tuz,1 çay kaşığı pul biber,1 çay kaşığı kekik,Yarım çay kaşığı karabiber,Yarım su bardağı sıcak su (100 ml),2 yemek kaşığı domates sosu (veya 1 tatlı kaşığı salça),,,,,,,,,,,,,,,,
Tepsi Kebabı,https://www.nefisyemektarifleri.com/video/tepsi-kebabi/,Kırmızı Et,Ana Yemek,409,34,23.5,18.9,4.54,159.2,322.1,1224.3,231.2,689.4,57.06,2.92,98.13,4 adet patates,Domates,Yeşil Biber,500g kıyma,yarım demet maydanoz,1 adet kapya biber,1-2 adet yeşil biber,1 adet soğan,1 çay kaşığı karabiber,1 çay kaşığı pul biber,1 çay kaşığı kimyon,1 çay kaşığı kekik,1 çay kaşığı tuz,2 diş sarımsak,1 yemek kaşığı domates salçası,1 su bardağı su,1 çay kaşığı tuz,2 yemek kaşığı sıvı yağ,,,,,,,,,,,,
Fırında Çıtır Tavuk Çubukları,https://www.nefisyemektarifleri.com/video/firinda-citir-tavuk-cubuklari-tarifi/,Tavuk,Ana Yemek,417,11.6,56.2,15.2,1.2,38.3,561.9,730.9,589.09,382.9,11.31,1.76,129.56,1 parça fileto tavuk göğsü (350 gram kullandım),1 yemek kaşığı tereyağı,2-3 diş sarımsak,Yarım su bardağından az eksik süt,3 yemek kaşığı kurutulmuş ekmek kırığı,5-6 dal maydanoz (isteğe bağlı),1 çay bardağı ince rendelenmiş kaşar,Tuz. karabiber. kekik,,,,,,,,,,,,,,,,,,,,,,
Et Sote Yemeği,https://www.nefisyemektarifleri.com/et-sote-yemegi/,Kırmızı Et,Ana Yemek,308,3.2,20.4,24.6,1.9,5.2,105.6,266,15.2,601.8,44.6,0.44,134.59,5 yemek kaşığı sıvı yağ,1 yemek kaşığı tereyağı,1 adet soğan,500g kuşbaşı et,2 adet domates,4 adet sivri biber,Pul biber,Karabiber,Kekik,Sıcak su (üzerini geçecek kadar),Tuz,,,,,,,,,,,,,,,,,,,
Kiremitte Soslu Köfte,https://www.nefisyemektarifleri.com/video/kiremitte-soslu-kofte-tarifi/,Kırmızı Et,Ana Yemek,76,15,2.3,0.6,1.2,2.34,116.1,304.3,212.8,197.3,4.15,0.17,133.25,600 gr kıyma,1 adet soğan,2-3 diş sarımsak,1 adet yumurta,Bayat ekmek içi (kurutulmuş ekmek içi de olur),Maydanoz,Tuz,Karabiber,Pul biber,2 adet orta boy domates,1 diş sarımsak,1 yemek kaşığı salça,Tuz ve karabiber,Kaşar peyniri rendesi,,,,,,,,,,,,,,,,
Püreli Tepsi Kebabı,https://www.nefisyemektarifleri.com/video/pureli-tepsi-kebabi-tarifi/,Kırmızı Et,Ana Yemek,253,18.9,15.1,12.2,1.48,58.34,299.32,603.68,136.78,245.49,3.61,1.34,56.72,600 gr kıyma,1 adet kuru soğan,1 avuç maydanoz,1 adet yumurta,2-3 diş sarımsak,2.5 yemek kaşığı galeta unu,1 tatlı kaşığı tuz,1 çay kaşığı pul biber,Yarım çay kaşığı karabiber,5-6 adet patates,1.5 su bardağı süt (300 ml),2 yemek kaşığı tereyağı,1 su bardağı rendelenmiş kaşar peyniri,1 tatlı kaşığı tuz,1 yemek kaşığı domates salçası,1 su bardağı sıcak su (200 ml),Domates,Yeşil biber,,,,,,,,,,,,
Patlıcan Lazanya,https://www.nefisyemektarifleri.com/video/patlican-lazanya-tarifi-hamursuz/,Sebze,Tek Öğün,239,9.05,21.2,12.7,3.5,17.06,282.4,606.3,187.9,344.48,26.6,1.1,67.85,4 adet patlıcan,600 g haşlanmış tavuk göğsü,2 adet yeşil biber,1 adet kırmızı biber,1 adet kuru soğan,4-5 yemek kaşığı domates sosu (yerine 3 adet domates rendesi ya da 1 yemek kaşığı salça kullanabilirsiniz. Salça kullanırsanız eğer yarım su bardağı da sıcak su ekleyebilirsiniz.),Karabiber,Kırmızı toz biber,Pul biber,Tuz,Sıvı yağ (kızartmak için),Kaşar peyniri,,,,,,,,,,,,,,,,,,
Kuru Köfte,https://www.nefisyemektarifleri.com/video/kuru-kofte-tarifi/,Kırmızı Et,Ana Yemek,115,2.5,5.8,9.01,0.3,26.4,62.75,120.89,25.11,21.5,0.83,0.71,26.03,500 gr köftelik kıyma (az yağlı),1 su bardağı kuru ekmek(dövülmüş),1 yumurta,2 adet orta boy soğan,Yarım çay kaşığı kimyon,Yarım çay kaşığı karabiber,Tuz,2-3 su bardağı sıvı yağ,Kızarmış parmak patates,,,,,,,,,,,,,,,,,,,,,
Belen Tava,https://www.nefisyemektarifleri.com/video/belen-tava-tarifi/,Kırmızı Et,Ana Yemek,415,7.6,18.1,34.3,2.21,90.36,264.19,500.5,168.27,905.69,37.09,2.6,124.48,500 g dana kuşbaşı,3 adet domates,1 adet orta boy soğan,1 adet kırmızı biber,1 adet yeşil biber,2 diş sarımsak,1 tatlı kaşığı pul biber,1 tatlı kaşığı kekik,1 çay kaşığı tuz,1 çay kaşığı karabiber,1 yemek kaşığı domates salçası,1 su bardağı sıcak su,100 g tereyağı,,,,,,,,,,,,,,,,,
Et Sote,https://www.nefisyemektarifleri.com/video/et-sote-sacda-videosu/,Kırmızı Et,Ana Yemek,452,7.09,25.08,34.7,2.1,96.32,220.09,575.9,223.4,476.7,38.7,3.03,245.06,1 kg dana kuşbaşı,2 yemek kaşığı iç yağı,4 adet yeşil biber,3 adet soğan,3 adet domates,Yarım yemek kaşığı salça (yaz domatesi ise salça kullanmayabilirsiniz),2 yemek kaşığı sıvı yağ,Pul biber,Kekik,Tuz,1 yemek kaşığı tereyağı,,,,,,,,,,,,,,,,,,,
Çıtır Tavuk,https://www.nefisyemektarifleri.com/video/citir-tavuk-tarifi/,Tavuk,Ana Yemek,510,4.7,39.2,36.9,0.1,62,358.7,326.68,275.45,156.5,0.3,0.8,109.9,2 parça tavuk göğsü,Çıtır pane harcı,Yarım su bardağı süt,1 adet yumurta,Tuz,Sıvı yağ,,,,,,,,,,,,,,,,,,,,,,,,
Rosto Köfte,https://www.nefisyemektarifleri.com/rosto-kofte-8349924/,Kırmızı Et,Ana Yemek,497,47.2,27.1,20.7,4.05,108.42,852.98,1241.6,158.1,377.52,6.01,3.4,130.59,500gr az yağlı dana kıyma,1 adet rendelenmiş soğan,1 adet yumurta,1 çay bardağı galeta unu (110ml),1 yarım çay bardağı su,1.5 çay kaşığı kimyon,1 çay kaşığı pul biber,1 silme çay kaşığı karabiber,1.5 çay kaşığı tuz,1.5 yemek kaşığı domates salçası,2 su bardağı sıcak su,Tuz,Patates püresi için;,5 adet büyük patates,1.5 yemek kaşığı tereyağ,1 çay bardağı süt (125ml),Tuz. karabiber,,,,,,,,,,,,,
Soslu Biftek,https://www.nefisyemektarifleri.com/video/soslu-biftek-tarifi-videosu/,Sebze,Ana Yemek,135,6.2,7.8,9.6,1.3,21.2,180.02,251.62,99.29,504.04,10.52,1.37,47.08,8 dilim biftek,Sıvı yağ,2 yemek kaşığı salça,3 adet orta boy domates,10-15 adet arpacık soğan,3-4 diş sarımsak (isteğe bağlı),1 su bardağı sıcak su,Kekik,Karabiber,Pulbiber,Tuz,,,,,,,,,,,,,,,,,,,
Fırında Bütün Tavuk,https://www.nefisyemektarifleri.com/video/firinda-butun-tavuk-tarifi-videosu/,Tavuk,Ana Yemek,964,31.4,65.9,61.8,2.7,250,455.82,1306.85,218.13,3791.33,13.34,3.87,193.1,4 adet patates,3 adet havuç,9-10 arpacık soğan,Tuz,Kekik,1 yemek kaşığı zeytinyağı,2kg bütün tavuk,1 tatlı kaşığı un,2-3 tane defne yaprağı,1 yemek kaşığı bal,1 yemek kaşığı zeytinyağı,1 yemek kaşığı limon suyu,1 çay kaşığı tuz,,,,,,,,,,,,,,,,,
Patlıcan Musakka,https://www.nefisyemektarifleri.com/video/patlican-musakka-tarifi/,Kırmızı Et,Ana Yemek,400,9.6,23.05,28.9,5.6,228.8,103.24,783.4,135.45,259.06,15.95,3.53,163.17,4 adet patlıcan,750 gram kuşbaşı et (veya kıyma da olur),1 adet domates,1 adet soğan,1.5 yemek kaşığı domates salçası,2-3 diş sarımsak,Sıvı yağ,Pul biber,Karabiber,Tuz,,,,,,,,,,,,,,,,,,,,
Patlıcanlı Ekmek Kebabı,https://www.nefisyemektarifleri.com/video/patlicanli-ekmek-kebabi-nasil-yapilir-videolu-tarif/,Tahıl,Ana Yemek,234,14.4,11.7,14.3,4.37,32.87,304.3,416.13,104.9,575.22,24.21,1.8,62.45,300 gr kıyma,3 yemek kaşığı sıvı yağ,1 adet soğan,1 adet yeşil ve kırmızı biber,1 adet domates,Tuz. karabiber ve toz kırmızı biber,4-5 dilim ekmek,3 adet patlıcan,1-2 diş sarımsak,1 kase yoğurt,1 yemek kaşığı tereyağ,1 tatlı kaşığı pul biber,,,,,,,,,,,,,,,,,,
Mantarlı Tavuk Sote,https://www.nefisyemektarifleri.com/mantarli-tavuk-sote-199743/,Tavuk,Ana Yemek,430,11.6,42.6,24.6,3.11,0,223.6,861,30.6,955.3,12.9,1.46,181.05,600 gram tavuk pirzola,400 gram mantar,2 yemek kaşığı kadar sıvı yağ,1 yemek kaşığı domates salçası,3 yemek kaşığı domates sosu (2 adet domates),3-4 adet sarımsak,Kekik. karabiber. pul biber,Tuz,Yarım su bardağı sıcak su,,,,,,,,,,,,,,,,,,,,,
Köfteli Bezelye Yemeği,https://www.nefisyemektarifleri.com/video/kofteli-bezelye-yemegi-tarifi-videosu/,Kırmızı Et,Ana Yemek,218,22.5,10.07,9.5,4.51,16.57,173.09,572.8,78.8,538.46,31.75,1.83,38.34,200 gr kıyma,2 yemek kaşığı ince bulgur,1 diş rendelenmiş sarımsak,1’er çay kaşığı pul biber ve kekik,İstenilen miktarda tuz,1 adet soğan,1 diş sarımsak,1 adet kırmızı biber,1 kase haşlanmış bezelye,2 adet büyük boy patates,3 yemek kaşığı sıvı yağ,2 yemek kaşığı domates salçası,1 litre sıcak su ( üzerini geçecek kadar),İsteğe göre tuz,,,,,,,,,,,,,,,,
Ekşili Köfte,https://www.nefisyemektarifleri.com/eksili-kofte-yapilisi/,Kırmızı Et,Ana Yemek,210,19.5,9.4,10.01,1.85,46.1,169.94,513.3,139.56,825.38,1.61,1.37,47.82,300 gram kıyma,1 kahve fincanı bulgur (pirinç de ekleyebilirsiniz.),1 yemek kaşığı salça (isteğe bağlı) (bir daha yaparken salça eklememeye karar verdim),Tuz. karabiber,3 yemek kaşığı sıvı yağ,3 adet patates,1 adet havuç,1 diş sarımsak,7 su bardağı su,1 adet yumurta sarısı,1 su bardağı yoğurt,Yarım kahve fincanı un,1 limon suyu,Üzerine yakmak için tereyağı,Kırmızı biber. kimyon. nane,Tuz,,,,,,,,,,,,,,
Fırında Rulo Köfte,https://www.nefisyemektarifleri.com/video/firinda-rulo-kofte-nasil-yapilir/,Kırmızı Et,Ana Yemek,487,27.6,34.6,25.09,2.31,126.71,357.28,948.65,172.52,169.18,4.9,3.58,132.6,1 kg kıyma,3 orta boy soğan,2 dilim bayat ekmek,1 tatlı kaşığı kimyon,Karabiber. tuz,3 adet patates,2 adet yumurta,1 küçük konserve havuçlu bezelye,Yarım su bardağı rendelenmiş kaşar peyniri,Tuz,1 yemek kaşığı salça,1 yemek kaşığı sıvı yağ,1 tatlı kaşığı kekik,,,,,,,,,,,,,,,,,
Çoban Kavurma,https://www.nefisyemektarifleri.com/video/coban-kavurma-tarifi-videosu/,Kırmızı Et,Ana Yemek,632,7.7,34.8,50.1,1.9,138.54,295.34,747.8,174.7,951.6,14.62,5.49,241.48,1 kg kuşbaşı et,5 yemek kaşığı sıvı yağ,1 yemek kaşığı tereyağı,1 adet soğan,3 diş sarımsak,5 adet sivri biber,1 tatlı kaşığı domates salçası,Tuz,Karabiber,Kırmızı toz biber,Kekik,Kimyon,4 adet domates,1 su bardağı sıcak su,,,,,,,,,,,,,,,,
Terbiyeli Et Haşlama,https://www.nefisyemektarifleri.com/terbiyeli-et-haslama/,Kırmızı Et,Ana Yemek,487,32.8,24.1,26.9,3.01,117.2,265.86,1082.9,152.36,4070.37,7.2,2.2,109.44,500 gr kuşbaşı et,4-5 adet orta boy patates,2 büyük boy havuç,1 adet soğan,2 yemek kaşığı sıvı yağ,Tuz,1 yumurta sarısı,Yarım limon suyu,1 yemek kaşığı un,Yemeğin suyu (bir kaç kaşık),,,,,,,,,,,,,,,,,,,,
İnegöl Köfte,https://www.nefisyemektarifleri.com/video/inegol-kofte-tarifi-videosu/,Kırmızı Et,Ana Yemek,74,1,3.8,5.9,0.08,11.6,43.5,60.53,13.97,3.23,0.24,0.4,14.7,600 gr kıyma,Yarım çay bardağı galeta unu,1 adet rendelenerek suyu sıkılmış soğan,3 yemek kaşığı sıvı yağ,1.5 tatlı kaşığı tuz,1 tatlı kaşığı karbonat,1 tatlı kaşığı limon suyu,1 küçük çay bardağı su,Kızartmak için 4-5 yemek kaşığı sıvı yağ,,,,,,,,,,,,,,,,,,,,,
Fırında Sebzeli Tavuk,https://www.nefisyemektarifleri.com/video/firinda-sebzeli-tavuk-tarifi/,Kırmızı Et,Tek Öğün,352,24.1,28.9,15.4,6.8,108.08,309.52,796.52,375.83,856.85,87.65,3.9,122.69,600g tavuk pirzola ( kemiksiz. kuşbaşı kesilmiş),2 adet kabak,1 adet patates,1 su bardağı bezelye (konserve ise yıkayıp suyunu süzmek yeterlidir. ancak derin dondurucudan kullanıyorsanız 10dk kadar haşlayın),4 diş sarımsak,1 adet kuru soğan,2 yemek kaşığı sıvı yağ,2 yemek kaşığı domates salçası,2 adet kırmızı biber (isteğe bağlı),2 adet yeşil biber (köy biberi kullandım),Kekik,Karabiber,Pulbiber,Tuz,,,,,,,,,,,,,,,,
Tavuk Dolması,https://www.nefisyemektarifleri.com/video/tavuk-dolmasi-tarifi-videolu/,Tavuk,Ana Yemek,937,70.9,44.4,49.8,1.86,166.08,252.21,608.61,490.95,2438.15,6.09,3.4,91.08,1 adet bütün tavuk,1 tatlı kaşığı un,2-3 defne yaprağı,Limon dilimleri,1 tatlı kaşığı yoğurt,1 tatlı kaşığı domates salçası,2 yemek kaşığı sıvı yağ,1 çay kaşığı toz kırmızı biber,Yarım tatlı kaşığı tuz,2 su bardağı pilavlık pirinç,2 yemek kaşığı tereyağı,2 yemek kaşığı sıvı yağ,Yarım çay bardağı dolmalık fıstık,Yarım çay bardağı kuş üzümü,2 su bardağı sıcak su (400 ml),1 çay bardağı sıcak su (sonradan ekleniyor),1 tatlı kaşığı tuz,1 çay kaşığı tarçın,1 çay kaşığı karabiber,2 adet patates,2 adet havuç,Arpacık soğan,,,,,,,,
Et Sote,https://www.nefisyemektarifleri.com/et-sote-yapilisi/,Kırmızı Et,Ana Yemek,601,10.64,35.4,45.7,3.5,163,389.02,982.33,99.62,1011.29,68.73,4.54,245.06,600g sotelik dana eti,2 yemek kaşığı zeytinyağı ya da ayçiçek yağı,1 adet soğan,2 adet yeşil biber,1 adet kapya biber,1-2 adet domates,1 yemek kaşığı domates salçası,1 su bardağı sıcak su,Tuz,Karabiber,Kırmızı pul biber,,,,,,,,,,,,,,,,,,,
Donmuş Köfte,https://www.nefisyemektarifleri.com/derin-dondurucuda-kofte/,Kırmızı Et,Ana Yemek,78,1.6,6.7,4.8,0.16,27.08,75.51,116.2,13.87,55.32,1.23,0.79,24.48,1 adet soğan,800g kıyma,Yarım demet maydanoz,3 yemek kaşığı galeta unu,2 diş sarımsak,1 adet yumurta,1.5 tatlı kaşığı tuz,1 çay kaşığı kimyon,1 çay kaşığı pul biber,1 çay kaşığı kırmızı toz biber,1 çay kaşığı karabiber,,,,,,,,,,,,,,,,,,,
Fırında Misket Köfteli Türlü,https://www.nefisyemektarifleri.com/firinda-misket-kofteli-turlu/,Kırmızı Et,Ana Yemek,418,32,25.4,20,6.4,84.62,272.57,1274.89,122.73,551.4,60.26,3.9,128.17,700 gr kıyma,1 adet kuru soğan,2 diş sarımsak,1 adet yumurta,1 küçük çay bardağı galeta unu,Yarım çay bardağı sıvı yağ,Bir tutam maydanoz,1 tatlı kaşığı tuz,1 çay kaşığı pul biber,Yarım çay kaşığı kimyon,Yarım çay kaşığı karabiber,4 adet patates,3 adet patlıcan,2 adet kabak,3 adet yeşil biber,2 adet kırmızı biber,10-15 adet çeri domates,1 yemek kaşığı salça,1.5 su bardağı sıcak su,1 tatlı kaşığı tuz,1 çay kaşığı kekik,1 çay kaşığı pul biber,Yarım çay kaşığı karabiber,Sıvı yağ,,,,,,
Tavuk Sarma,https://www.nefisyemektarifleri.com/video/tavuk-sarma-tarifi-videosu/,Tavuk,Ana Yemek,144,5,16.5,6.2,0.2,8.92,160.5,223.49,115.7,115.34,1.4,0.36,18.14,Fileto kesilmiş tavuk göğsü ya da tavuk sarma (kalça eti daha yağlı olacağından daha yumuşak olacaktır),1 küçük soğan,2-3 diş sarımsak,1 tatlı kaşığı limon suyu,Yarım çay bardağı sıvı yağ,Tuz,Karabiber,Garnitür (konserve kullandım),Beşamel sos (tarifi için tıklayın),Kaşar peyniri,1 su bardağı sıcak su,1 yemek kaşığı domates salçası,,,,,,,,,,,,,,,,,,
Beyti Kebabı,https://www.nefisyemektarifleri.com/video/beyti-kebabi-yapimi/,Kırmızı Et,Ana Yemek,673,79,27.5,26.5,6,133.3,780.5,483.23,201.96,403.2,11.86,4.7,90.76,300 gram kıyma,1 diş sarımsak,1 adet yumurta,2 tane soğan,Bir tutam maydanoz,Yarım su bardağı galeta unu,1 tatlı kaşığı tuz,1 tatlı kaşığı kekik,1 çay kaşığı kırmızı biber,1 miktar kimyon,Karabiber ben taze öğütülmüş kullandım,1 çorba kaşığı zeytinyağı,3 tane yufka,1 çorba kaşığı tereyağı,1 çorba kaşığı zeytinyağı,1 çorba kaşığı tereyağı,1 çorba kaşığı biber salçası,1 çorba kaşığı domates salçası,1 tatlı kaşığı kuru nane,1 su bardağı su,,,,,,,,,,
Et Kavurma,https://www.nefisyemektarifleri.com/et-kavurma-lokum-gibi-yumusacik/,Kırmızı Et,Ana Yemek,522,1.3,25.6,45.08,0.16,95.15,293.2,444.16,38.98,242.8,0.8,2.6,224.39,500 gr dana eti,3 yemek kaşığı sıvı yağ,2 yemek kaşığı yoğurt,Yarım su bardağı su,1 soğanın suyu,1 çay kaşığı tuz,1 çay kaşığı pulbiber,1 çay kaşığı kekik,,,,,,,,,,,,,,,,,,,,,,
Fırında Sebzeli Tavuk Yemeği,https://www.nefisyemektarifleri.com/firinda-sebzeli-tavuk-yemegi/,Tavuk,Ana Yemek,352,24.1,28.9,15.4,6.8,0.08,326.3,706.5,85.4,949.2,87.6,3.9,122.69,600g tavuk pirzola ( kemiksiz. kuşbaşı kesilmiş),2 adet kabak,1 adet patates,1 su bardağı bezelye (konserve ise yıkayıp suyunu süzmek yeterlidir. ancak derin dondurucudan kullanıyorsanız 10dk kadar haşlayın),4 diş sarımsak,1 adet kuru soğan,2 yemek kaşığı sıvı yağ,2 yemek kaşığı domates salçası,2 adet kırmızı biber (isteğe bağlı),2 adet yeşil biber (köy biberi kullandım),Kekik,Karabiber,Pulbiber,Tuz,,,,,,,,,,,,,,,,
Orman Kebabı,https://www.nefisyemektarifleri.com/lokanta-usulu-orman-kebabi-detayli-anlatimiyla/,Kırmızı Et,Ana Yemek,395,34.6,24.04,18.19,7.6,259.23,327.28,806.21,56.13,15552.5,47.43,6.04,18.59,150 gr. Kuzu kuşbaşı,1 adet büyük boy soğan,1 adet orta boy havuç,1 adet orta boy patates,Yarım tatlı kaşığı salça ( renk vermeyecek kadar az ),Tuz,Kekik,3 tatlı kaşığı tereyağ,2 yemek kaşığı zeytinyağı,1 yemek kaşığı un,Üzerini geçecek kadar sıcak su,1 küçük kase dondurulmuş veya konserve bezelye,,,,,,,,,,,,,,,,,,
İzmir Köftesi,https://www.nefisyemektarifleri.com/gercek-izmir-koftesi/,Kırmızı Et,Ana Yemek,475,39,26,23,4.6,95,293,1295,81,1033,47.2,3.4,135.93,500 gram az yağlı kıyma,1 adet kuru soğan,1 adet yumurta,1/2 (yarım) demet maydanoz,1.5 su bardağı bayat ekmek içi,Karabiber,Kırmızı pul biber,Kekik,Tuz,4 adet domates (3 adedi sosu için. 1 adedi de üzerine dilimlemek için gerekiyor),4 adet patates (ufaksa 5 tane de koyabilirsiniz),3 adet çarliston biber,1 tatlı kaşığı salça (tercihen karışık),3 yemek kaşığı sıvı yağ (sos için),Sıvı yağ,,,,,,,,,,,,,,,
Patlıcanlı Beyti Kebabı,https://www.nefisyemektarifleri.com/video/patlicanli-beyti-kebabi-nasil-yapilir/,Kırmızı Et,Ana Yemek,335,30.4,13.2,17.5,4.47,114.87,251.42,398.58,26.1,219.12,5.61,1.8,53.35,3 adet yufka,4 adet patlıcan,3 yemek kaşığı zeytinyağı,Tuz,Yarım çay bardağı su,Yarım çay bardağı sıvı yağ,400 gram kıyma,1 adet soğan,Tuz,Karabiber,Pul biber,Kimyon,Sarımsaklı yoğurt,Tereyağı,Nane,Pul biber,,,,,,,,,,,,,,
Güveçte Soslu Köfte,https://www.nefisyemektarifleri.com/guvecte-soslu-kofte/,Kırmızı Et,Ana Yemek,563,14.7,25.8,44.7,2.5,84.55,320.6,741.8,117.8,991.3,15.6,3.6,133.6,Yarım kilogram köftelik kıyma,2 dilim bayat ekmek,1 adet rendelenmiş kuru soğan,Kuru nane,Kimyon,Karabiber,Pul biber,Tuz,Kızartmak için sıvı yağ,3 adet büyük domates,Yarım yemek kaşığı domates salçası,3 diş sarımsak,Kekik,Tuz,Tereyağı,Rendelenmiş kaşar peyniri,,,,,,,,,,,,,,
Beyti Sarma Yapımı,https://www.nefisyemektarifleri.com/beyti-sarma-yapimi/,Kırmızı Et,Ana Yemek,808,98.8,30.7,30.5,6.6,115.9,847.02,659.1,108.7,331.1,7.7,4.4,87.79,1 küçük yumurta,400 g kıyma,Yarım ekmek içi (suda ıslatılmış. sonra suyu sıkılacak),1 adet rendelenmiş kuru soğan,1-2 diş sarımsak,Yarım demet maydanoz,Karabiber,Pul biber,Kimyon,Yarım tatlı kaşığı tuz (tepeleme),Lavaş veya yufka (ben yufka kullandım 5-6 tane),Erimiş tereyağı (5-6 yemek kaşığı kadar),2 yemek kaşığı tereyağı veya margarin,1 yemek kaşığı salça (tepeleme),2 su bardağı sıcak su,1 tatlı kaşığı tuz,Yoğurt,,,,,,,,,,,,,
Terbiyeli Tavuk Haşlama,https://www.nefisyemektarifleri.com/terbiyeli-tavuk-haslama-11332294/,Tavuk,Ana Yemek,298,28.2,27.2,7,2.4,52.28,225.4,896.42,331.2,1935,45.14,0.12,26.82,1 paket tavuk but,5 adet patates,2 adet havuç,4 diş sarımsak,1 tane soğan,1 yemek kaşığı tereyağ,Tuz,Karabiber,Sıcak su,Yarım limon suyu,1.5 yemek kaşığı un,1 çay bardağı su,,,,,,,,,,,,,,,,,,
Patatesli Tavuk Baget,https://www.nefisyemektarifleri.com/patatesli-tavuk-baget-tarifi/,Tavuk,Ana Yemek,471,58.2,23.11,16.2,4.36,1630.2,216.6,309.88,17.56,189.9,1.95,214.4,47.84,kişi sayısına göre tavuk baget (8-10 adet kadar),kişi sayısına göre orta boy patates (8-10 adet kadar),1 tatlı kaşığı domates salçası,baharat karışımı (yeni bahar. kimyon. kekik. kara biber. kırmızı toz biber. pul biber),,,,,,,,,,,,,,,,,,,,,,,,,,
Et Kavurma,https://www.nefisyemektarifleri.com/et-kavurma-tarifi/,Kırmızı Et,Ana Yemek,622,2.7,47.7,46.7,0.36,167.5,1.72,48.5,11.25,1.64,2.79,4.6,224.39,1 kg dana kuşbaşı,1 baş kuru soğan,3-4 diş sarımsak,Sıvı yağ,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaşarlı Tas Kebabı,https://www.nefisyemektarifleri.com/kasarli-tas-kebabi-10313555/,Kırmızı Et,Ana Yemek,400,11.6,22.8,27.7,1.6,95.74,279.5,554.71,179.56,1732.36,13.46,2.45,105.71,1 kg dana eti,1 tane sağan,2 orta boy patates,2 orta boy havuç,2 tane yeşil biber,1 yemek kaşığı tereyağı,3 yemek kaşığı sıvı yağ,4 diş sarımsak,1 .5 yemek kaşığı karışık salça,2 su bardağı sıcak su 200 ml ölçü,1 tatlı kaşığı tuz,1 tatlı kaşığı kekik,1 tatlı kaşığı kırmızı biber,1 çay kaşığı karabiber,Bol rende kaşar,,,,,,,,,,,,,,,
Güveçte Et Sote,https://www.nefisyemektarifleri.com/guvecte-et-sote/,Kırmızı Et,Ana Yemek,497,6.3,34.3,35.4,1.84,123,394.4,614.68,206.84,655.13,26,4.03,200.86,Yarım kg kuşbaşı et,1 adet yeşil biber,1 adet domates,yarım tatlı kaşığı salça,1 adet kuru soğan,Kekik,Kırmızı pul biber,Karabiber,Tuz,,,,,,,,,,,,,,,,,,,,,
Ali Nazik,https://www.nefisyemektarifleri.com/ali-nazik-tarifi/,Kırmızı Et,Ana Yemek,424,14.3,21.6,30.6,7.58,54,327.67,1142,85,435.34,39,3.13,112.64,600 g patlıcan(3-4 adet orta boy),1 su bardağı süzme yoğurt,2 diş sarımsak,Tuz,Karabiber,250 g orta yağlı kıyma,1 Adet soğan,1 Adet domates,1 Adet yeşil biber,3-4 kaşık sıvı yağ,1 tatlı kaşığı biber salçası(silme),,,,,,,,,,,,,,,,,,,
Arnavut Ciğeri,https://www.nefisyemektarifleri.com/video/arnavut-cigeri-nasil-yapilir/,Kırmızı Et,Ana Yemek,573,35,44,27.2,2.69,668,279.09,1025.46,654.31,196.36,6.9,13.37,46.66,1 kg dana ciğeri,4 adet patates,1 adet kırmızı soğan,Yarım demet maydanoz,1 tatlı kaşığı sumak,1 çay kaşığı toz kırmızı biber,1 çay kaşığı kimyon,1 çay kaşığı tuz,Sıvı yağ,,,,,,,,,,,,,,,,,,,,,
Beşamel Soslu Tavuk,https://www.nefisyemektarifleri.com/besamel-soslu-tavuk-yapimi/,Tavuk,Ana Yemek,394,48.8,27.2,9.5,6.59,8.9,964.8,1204.24,443.98,975.3,60.28,2.37,128.52,1 tavuk göğsü,1 tane soğan,2 diş sarımsak,2 tane yeşil biber,1 çay bardağı bezelye,2 tane patates,kekik. pul biber. karabiber,1 yemek kaşığı kadar salça,2 su bardağı süt,2 yemek kaşığı un,1 yemek kaşığı tereyağı yada margarin,biraz tuz,,,,,,,,,,,,,,,,,,
